Time(s),Input(v),Output(v),Output(m)
115.9,2.503,4.788,6.219
116,2.503,4.789,6.22
116.1,2.503,4.79,6.221
116.2,2.503,4.791,6.222
116.3,2.503,4.792,6.224
116.4,2.503,4.793,6.225
116.5,2.503,4.795,6.227
116.6,2.503,4.796,6.228
116.7,2.503,4.797,6.23
116.8,2.503,4.798,6.231
116.9,2.503,4.799,6.233
117,2.503,4.801,6.235
117.1,2.503,4.802,6.236
117.2,2.503,4.803,6.238
117.3,2.503,4.805,6.24
117.4,2.503,4.806,6.242
117.5,2.493,4.808,6.244
117.6,2.503,4.809,6.246
117.7,2.503,4.811,6.247
117.8,2.503,4.812,6.249
117.9,2.493,4.813,6.251
118,2.503,4.815,6.253
118.1,2.493,4.816,6.254
118.2,2.503,4.817,6.256
118.3,2.503,4.818,6.257
118.4,2.503,4.819,6.259
118.5,2.493,4.821,6.261
118.6,2.503,4.822,6.262
118.7,2.503,4.823,6.264
118.8,2.503,4.824,6.265
118.9,2.503,4.825,6.267
119,2.503,4.827,6.268
119.1,2.503,4.828,6.27
119.2,2.503,4.829,6.272
119.3,2.493,4.831,6.274
119.4,2.503,4.832,6.275
119.5,2.503,4.833,6.277
119.6,2.503,4.834,6.278
119.7,2.503,4.836,6.28
119.8,2.493,4.837,6.282
119.9,2.503,4.838,6.283
120,2.503,4.839,6.285
120.1,2.493,4.841,6.287
120.2,2.503,4.842,6.288
120.3,2.503,4.843,6.29
120.4,2.493,4.844,6.291
120.5,2.493,4.845,6.292
120.6,2.503,4.846,6.294
120.7,2.493,4.847,6.295
120.8,2.503,4.848,6.296
120.9,2.503,4.848,6.297
121,2.503,4.849,6.298
121.1,2.503,4.85,6.299
121.2,2.503,4.851,6.3
121.3,2.503,4.852,6.301
121.4,2.503,4.853,6.303
121.5,2.503,4.854,6.304
121.6,2.503,4.855,6.305
121.7,2.503,4.856,6.307
121.8,2.503,4.857,6.308
121.9,2.503,4.859,6.31
122,2.503,4.86,6.312
122.1,2.493,4.861,6.313
122.2,2.503,4.862,6.315
122.3,2.503,4.863,6.316
122.4,2.493,4.865,6.318
122.5,2.493,4.866,6.319
122.6,2.493,4.867,6.32
122.7,2.503,4.867,6.321
122.8,2.503,4.868,6.322
122.9,2.503,4.869,6.323
123,2.503,4.87,6.324
123.1,2.503,4.871,6.325
123.2,2.503,4.871,6.327
123.3,2.503,4.872,6.328
123.4,2.503,4.873,6.329
123.5,2.493,4.875,6.331
123.6,2.503,4.875,6.332
123.7,2.493,4.876,6.333
123.8,2.503,4.877,6.334
123.9,2.503,4.878,6.335
124,2.503,4.879,6.336
124.1,2.503,4.88,6.337
124.2,2.503,4.881,6.339
124.3,2.503,4.882,6.34
124.4,2.503,4.883,6.341
124.5,2.503,4.884,6.343
124.6,2.503,4.885,6.344
124.7,2.503,4.886,6.345
124.8,2.503,4.887,6.347
124.9,2.503,4.888,6.349
125,2.503,4.89,6.35
125.1,2.503,4.891,6.352
125.2,2.503,4.892,6.354
125.3,2.503,4.894,6.355
125.4,2.493,4.895,6.357
125.5,2.503,4.896,6.359
125.6,2.503,4.898,6.361
125.7,2.503,4.899,6.362
125.8,2.493,4.9,6.364
125.9,2.503,4.902,6.366
126,2.493,4.903,6.367
126.1,2.503,4.904,6.369
126.2,2.493,4.905,6.37
126.3,2.503,4.906,6.371
126.4,2.503,4.907,6.373
126.5,2.493,4.908,6.374
126.6,2.503,4.909,6.375
126.7,2.503,4.91,6.376
126.8,2.503,4.911,6.378
126.9,2.493,4.912,6.379
127,2.503,4.913,6.38
127.1,2.503,4.913,6.381
127.2,2.493,4.914,6.382
127.3,2.493,4.915,6.383
127.4,2.503,4.916,6.384
127.5,2.503,4.916,6.385
127.6,2.493,4.917,6.386
127.7,2.503,4.918,6.387
127.8,2.503,4.918,6.387
127.9,2.493,4.919,6.388
128,2.503,4.919,6.389
128.1,2.503,4.92,6.389
128.2,2.493,4.92,6.39
128.3,2.503,4.921,6.391
128.4,2.503,4.921,6.391
128.5,2.503,4.922,6.392
128.6,2.493,4.922,6.393
128.7,2.503,4.923,6.393
