Time(s),Input(v),Output(v),Output(m)
59.4,2.503,4.548,5.906
59.5,2.503,4.546,5.904
59.6,2.503,4.544,5.901
59.7,2.503,4.542,5.898
59.8,2.503,4.54,5.896
59.9,2.503,4.538,5.893
60,2.503,4.536,5.891
60.1,2.493,4.534,5.889
60.2,2.503,4.532,5.886
60.3,2.503,4.531,5.884
60.4,2.503,4.529,5.882
60.5,2.503,4.527,5.879
60.6,2.493,4.526,5.877
60.7,2.503,4.524,5.875
60.8,2.493,4.522,5.873
60.9,2.493,4.521,5.871
61,2.493,4.519,5.868
61.1,2.493,4.517,5.866
61.2,2.493,4.515,5.863
61.3,2.493,4.512,5.86
61.4,2.493,4.51,5.857
61.5,2.503,4.507,5.854
61.6,2.503,4.505,5.851
61.7,2.493,4.503,5.848
61.8,2.493,4.5,5.844
61.9,2.493,4.498,5.841
62,2.503,4.495,5.838
62.1,2.503,4.492,5.834
62.2,2.493,4.49,5.831
62.3,2.503,4.487,5.828
62.4,2.493,4.485,5.824
62.5,2.503,4.482,5.821
62.6,2.493,4.479,5.817
62.7,2.493,4.477,5.814
62.8,2.503,4.474,5.81
62.9,2.503,4.471,5.807
63,2.503,4.469,5.803
63.1,2.503,4.466,5.8
63.2,2.493,4.464,5.797
63.3,2.503,4.461,5.793
63.4,2.503,4.458,5.79
63.5,2.503,4.456,5.787
63.6,2.493,4.454,5.784
63.7,2.503,4.451,5.781
63.8,2.503,4.449,5.778
63.9,2.503,4.447,5.775
64,2.503,4.444,5.772
64.1,2.503,4.442,5.769
64.2,2.503,4.44,5.766
64.3,2.503,4.438,5.764
64.4,2.493,4.436,5.761
64.5,2.493,4.434,5.759
64.6,2.503,4.432,5.756
64.7,2.503,4.43,5.753
64.8,2.493,4.428,5.751
64.9,2.493,4.426,5.748
65,2.503,4.424,5.745
65.1,2.503,4.422,5.742
65.2,2.503,4.419,5.74
65.3,2.503,4.417,5.737
65.4,2.493,4.416,5.734
65.5,2.503,4.413,5.732
65.6,2.503,4.411,5.729
65.7,2.503,4.41,5.727
65.8,2.503,4.408,5.724
65.9,2.503,4.406,5.722
66,2.493,4.404,5.72
66.1,2.493,4.403,5.718
66.2,2.503,4.401,5.715
66.3,2.503,4.399,5.713
66.4,2.503,4.397,5.71
66.5,2.503,4.395,5.708
66.6,2.503,4.394,5.706
66.7,2.493,4.392,5.704
66.8,2.493,4.39,5.702
66.9,2.503,4.389,5.699
67,2.503,4.387,5.697
67.1,2.503,4.385,5.695
67.2,2.503,4.384,5.693
67.3,2.503,4.382,5.691
67.4,2.493,4.381,5.689
67.5,2.493,4.379,5.687
67.6,2.493,4.377,5.685
67.7,2.493,4.375,5.682
67.8,2.503,4.374,5.68
67.9,2.503,4.372,5.677
68,2.493,4.37,5.675
68.1,2.503,4.368,5.673
68.2,2.503,4.366,5.67
68.3,2.503,4.364,5.668
68.4,2.503,4.363,5.666
68.5,2.503,4.361,5.663
68.6,2.503,4.359,5.661
68.7,2.503,4.358,5.66
68.8,2.493,4.356,5.658
68.9,2.503,4.355,5.656
69,2.503,4.353,5.654
69.1,2.503,4.352,5.652
69.2,2.503,4.351,5.65
69.3,2.493,4.349,5.648
69.4,2.503,4.348,5.647
69.5,2.493,4.347,5.645
69.6,2.503,4.345,5.643
69.7,2.493,4.344,5.641
69.8,2.503,4.342,5.639
69.9,2.503,4.341,5.637
70,2.503,4.339,5.636
70.1,2.493,4.338,5.634
70.2,2.493,4.337,5.632
70.3,2.503,4.335,5.63
70.4,2.503,4.334,5.628
70.5,2.503,4.332,5.626
70.6,2.503,4.331,5.624
70.7,2.503,4.329,5.623
70.8,2.503,4.328,5.621
70.9,2.493,4.327,5.62
71,2.503,4.326,5.618
71.1,2.493,4.325,5.616
71.2,2.493,4.323,5.614
71.3,2.503,4.322,5.613
71.4,2.493,4.32,5.611
71.5,2.503,4.319,5.609
71.6,2.503,4.317,5.607
71.7,2.503,4.316,5.605
71.8,2.493,4.314,5.603
71.9,2.503,4.313,5.601
72,2.493,4.312,5.599
72.1,2.493,4.31,5.597
72.2,2.493,4.308,5.595
72.3,2.503,4.307,5.593
72.4,2.503,4.305,5.591
72.5,2.493,4.303,5.589
72.6,2.503,4.301,5.586
72.7,2.503,4.3,5.584
72.8,2.493,4.298,5.582
72.9,2.493,4.296,5.58
73,2.503,4.295,5.577
73.1,2.503,4.293,5.575
73.2,2.503,4.291,5.573
73.3,2.503,4.289,5.571
73.4,2.503,4.288,5.569
73.5,2.493,4.286,5.567
73.6,2.493,4.285,5.564
73.7,2.503,4.283,5.562
73.8,2.503,4.281,5.56
73.9,2.493,4.28,5.558
74,2.503,4.278,5.556
74.1,2.503,4.276,5.553
74.2,2.493,4.275,5.551
74.3,2.503,4.273,5.549
74.4,2.503,4.271,5.547
74.5,2.503,4.27,5.545
74.6,2.503,4.268,5.543
74.7,2.503,4.267,5.541
74.8,2.503,4.265,5.539
74.9,2.503,4.264,5.538
75,2.503,4.263,5.536
75.1,2.493,4.262,5.535
75.2,2.503,4.26,5.533
75.3,2.503,4.259,5.531
75.4,2.503,4.258,5.53
75.5,2.503,4.257,5.528
75.6,2.493,4.256,5.527
75.7,2.503,4.255,5.525
75.8,2.503,4.253,5.524
75.9,2.503,4.252,5.523
76,2.503,4.251,5.521
76.1,2.503,4.251,5.52
76.2,2.503,4.25,5.519
76.3,2.503,4.249,5.518
76.4,2.503,4.248,5.517
76.5,2.503,4.248,5.516
76.6,2.503,4.247,5.516
76.7,2.503,4.246,5.515
76.8,2.493,4.246,5.514
76.9,2.503,4.245,5.513
77,2.503,4.245,5.513
77.1,2.493,4.244,5.512
77.2,2.503,4.244,5.511
77.3,2.503,4.243,5.511
77.4,2.503,4.243,5.51
77.5,2.503,4.242,5.509
77.6,2.503,4.242,5.509
77.7,2.503,4.241,5.508
77.8,2.493,4.241,5.508
77.9,2.503,4.241,5.507
78,2.503,4.24,5.507
78.1,2.503,4.24,5.506
78.2,2.503,4.24,5.506
78.3,2.503,4.24,5.506
78.4,2.493,4.239,5.506
78.5,2.503,4.239,5.505
78.6,2.493,4.239,5.505
78.7,2.503,4.238,5.505
78.8,2.493,4.238,5.504
78.9,2.503,4.238,5.503
79,2.503,4.237,5.503
79.1,2.503,4.237,5.503
79.2,2.503,4.237,5.502
79.3,2.503,4.236,5.502
79.4,2.503,4.236,5.502
79.5,2.503,4.236,5.501
79.6,2.503,4.236,5.501
79.7,2.503,4.236,5.501
79.8,2.493,4.236,5.501
79.9,2.503,4.236,5.501
80,2.503,4.236,5.501
80.1,2.503,4.236,5.501
80.2,2.503,4.236,5.501
80.3,2.503,4.236,5.501
80.4,2.503,4.236,5.501
80.5,2.493,4.236,5.502
80.6,2.503,4.236,5.502
80.7,2.503,4.236,5.502
80.8,2.503,4.237,5.502
80.9,2.503,4.237,5.502
81,2.503,4.237,5.503
81.1,2.503,4.237,5.503
81.2,2.493,4.238,5.504
81.3,2.503,4.238,5.504
81.4,2.493,4.238,5.504
81.5,2.503,4.238,5.504
81.6,2.493,4.238,5.505
81.7,2.493,4.238,5.505
81.8,2.503,4.238,5.504
81.9,2.493,4.238,5.504
82,2.503,4.238,5.504
82.1,2.503,4.238,5.504
82.2,2.503,4.238,5.504
82.3,2.503,4.238,5.503
82.4,2.503,4.238,5.503
82.5,2.503,4.238,5.503
82.6,2.503,4.238,5.504
82.7,2.493,4.238,5.504
82.8,2.503,4.238,5.504
82.9,2.503,4.238,5.504
83,2.503,4.238,5.504
83.1,2.503,4.238,5.504
83.2,2.503,4.238,5.504
83.3,2.503,4.239,5.505
83.4,2.503,4.239,5.505
83.5,2.503,4.239,5.506
83.6,2.512,4.24,5.506
83.7,2.503,4.24,5.507
83.8,2.503,4.241,5.508
83.9,2.503,4.242,5.509
84,2.493,4.243,5.51
84.1,2.503,4.243,5.511
84.2,2.503,4.244,5.511
84.3,2.503,4.245,5.512
84.4,2.493,4.245,5.513
84.5,2.503,4.246,5.514
84.6,2.503,4.247,5.515
84.7,2.503,4.247,5.516
84.8,2.503,4.248,5.517
84.9,2.503,4.249,5.518
85,2.493,4.25,5.519
85.1,2.503,4.25,5.52
85.2,2.503,4.251,5.521
85.3,2.503,4.252,5.522
85.4,2.503,4.252,5.523
85.5,2.503,4.253,5.524
85.6,2.503,4.254,5.525
85.7,2.503,4.255,5.526
85.8,2.503,4.256,5.527
85.9,2.503,4.257,5.529
86,2.503,4.258,5.53
86.1,2.503,4.259,5.532
86.2,2.503,4.26,5.533
86.3,2.503,4.262,5.535
86.4,2.503,4.263,5.536
86.5,2.503,4.264,5.538
86.6,2.503,4.265,5.539
86.7,2.503,4.267,5.541
86.8,2.503,4.268,5.543
86.9,2.503,4.269,5.545
87,2.493,4.271,5.547
87.1,2.503,4.272,5.548
87.2,2.503,4.273,5.55
87.3,2.503,4.275,5.552
87.4,2.503,4.276,5.553
87.5,2.503,4.278,5.555
87.6,2.503,4.279,5.557
87.7,2.503,4.28,5.559
87.8,2.503,4.282,5.561
87.9,2.503,4.284,5.563
88,2.503,4.285,5.565
88.1,2.503,4.287,5.567
88.2,2.503,4.288,5.569
