Time(s),Input(v),Output(v),Output(m)
110.5,2.503,4.942,6.418
110.6,2.503,4.942,6.418
110.7,2.493,4.942,6.418
110.8,2.493,4.942,6.418
110.9,2.503,4.942,6.418
111,2.503,4.942,6.418
111.1,2.503,4.942,6.418
111.2,2.503,4.942,6.418
111.3,2.503,4.942,6.418
111.4,2.503,4.942,6.418
111.5,2.503,4.942,6.418
111.6,2.503,4.942,6.418
111.7,2.503,4.942,6.418
111.8,2.503,4.942,6.419
111.9,2.503,4.943,6.419
112,2.493,4.943,6.42
112.1,2.493,4.943,6.42
112.2,2.503,4.943,6.42
112.3,2.493,4.943,6.42
112.4,2.503,4.943,6.42
112.5,2.503,4.943,6.42
112.6,2.503,4.944,6.42
112.7,2.503,4.944,6.42
112.8,2.503,4.944,6.421
112.9,2.503,4.944,6.421
113,2.503,4.944,6.421
113.1,2.503,4.945,6.422
113.2,2.503,4.945,6.422
113.3,2.503,4.945,6.423
113.4,2.503,4.946,6.423
113.5,2.493,4.946,6.424
113.6,2.503,4.947,6.424
113.7,2.493,4.947,6.425
113.8,2.503,4.947,6.425
113.9,2.503,4.948,6.426
114,2.503,4.948,6.426
114.1,2.493,4.948,6.427
114.2,2.503,4.949,6.427
114.3,2.493,4.949,6.427
114.4,2.503,4.949,6.428
114.5,2.503,4.949,6.428
114.6,2.503,4.95,6.428
114.7,2.493,4.95,6.429
114.8,2.503,4.95,6.429
114.9,2.503,4.95,6.429
115,2.503,4.951,6.429
115.1,2.503,4.951,6.43
115.2,2.503,4.951,6.43
115.3,2.493,4.952,6.431
115.4,2.503,4.952,6.431
115.5,2.503,4.952,6.431
115.6,2.503,4.952,6.432
115.7,2.503,4.953,6.432
115.8,2.503,4.953,6.433
115.9,2.503,4.954,6.434
116,2.503,4.954,6.434
116.1,2.503,4.955,6.435
116.2,2.503,4.956,6.436
116.3,2.503,4.956,6.437
116.4,2.503,4.957,6.438
116.5,2.503,4.958,6.439
116.6,2.493,4.959,6.44
116.7,2.503,4.959,6.441
116.8,2.503,4.96,6.441
116.9,2.503,4.961,6.442
117,2.493,4.961,6.443
117.1,2.493,4.962,6.444
117.2,2.503,4.963,6.445
117.3,2.503,4.963,6.445
117.4,2.503,4.964,6.446
117.5,2.493,4.964,6.447
117.6,2.493,4.965,6.448
117.7,2.493,4.965,6.448
117.8,2.503,4.965,6.448
117.9,2.503,4.965,6.448
118,2.503,4.966,6.449
118.1,2.493,4.966,6.449
118.2,2.503,4.966,6.449
118.3,2.503,4.966,6.45
118.4,2.503,4.966,6.45
118.5,2.503,4.967,6.45
118.6,2.503,4.967,6.451
118.7,2.493,4.968,6.451
118.8,2.503,4.968,6.452
118.9,2.503,4.968,6.452
119,2.493,4.968,6.453
119.1,2.503,4.969,6.453
119.2,2.503,4.969,6.453
119.3,2.493,4.969,6.453
119.4,2.503,4.969,6.454
119.5,2.493,4.97,6.454
119.6,2.503,4.97,6.454
119.7,2.503,4.97,6.454
119.8,2.503,4.97,6.454
119.9,2.503,4.97,6.455
120,2.503,4.97,6.455
120.1,2.503,4.971,6.455
120.2,2.503,4.971,6.456
120.3,2.493,4.971,6.456
120.4,2.503,4.972,6.457
120.5,2.503,4.972,6.457
120.6,2.503,4.972,6.457
120.7,2.503,4.973,6.458
120.8,2.503,4.973,6.459
120.9,2.503,4.974,6.459
121,2.503,4.974,6.46
121.1,2.503,4.975,6.461
121.2,2.503,4.975,6.461
121.3,2.493,4.976,6.462
121.4,2.493,4.977,6.463
121.5,2.493,4.977,6.463
121.6,2.503,4.977,6.464
121.7,2.493,4.977,6.464
121.8,2.493,4.977,6.464
121.9,2.493,4.977,6.464
122,2.503,4.977,6.464
122.1,2.503,4.977,6.464
122.2,2.493,4.977,6.464
122.3,2.493,4.977,6.463
122.4,2.503,4.976,6.463
122.5,2.493,4.976,6.463
122.6,2.493,4.976,6.462
122.7,2.503,4.975,6.461
122.8,2.503,4.975,6.461
122.9,2.493,4.974,6.46
123,2.493,4.973,6.459
123.1,2.503,4.973,6.458
123.2,2.503,4.972,6.457
123.3,2.503,4.971,6.456
123.4,2.503,4.971,6.456
123.5,2.503,4.97,6.455
123.6,2.503,4.97,6.454
123.7,2.503,4.969,6.454
123.8,2.503,4.969,6.453
123.9,2.493,4.969,6.453
124,2.493,4.968,6.453
124.1,2.503,4.968,6.452
124.2,2.503,4.967,6.451
124.3,2.503,4.967,6.451
124.4,2.503,4.967,6.45
124.5,2.503,4.966,6.45
124.6,2.503,4.966,6.449
124.7,2.503,4.966,6.449
124.8,2.503,4.966,6.449
124.9,2.493,4.965,6.449
125,2.503,4.965,6.448
125.1,2.493,4.965,6.448
125.2,2.503,4.965,6.448
125.3,2.493,4.964,6.447
125.4,2.503,4.964,6.447
125.5,2.503,4.964,6.446
125.6,2.503,4.963,6.446
125.7,2.503,4.963,6.445
125.8,2.503,4.963,6.445
125.9,2.493,4.963,6.445
126,2.493,4.962,6.445
126.1,2.493,4.962,6.444
126.2,2.503,4.961,6.443
126.3,2.503,4.961,6.443
126.4,2.503,4.96,6.442
126.5,2.503,4.96,6.441
126.6,2.503,4.96,6.441
126.7,2.493,4.959,6.441
126.8,2.503,4.959,6.44
126.9,2.503,4.958,6.44
127,2.503,4.958,6.439
127.1,2.503,4.958,6.439
127.2,2.503,4.958,6.439
127.3,2.493,4.957,6.438
127.4,2.503,4.957,6.438
127.5,2.503,4.957,6.438
127.6,2.503,4.957,6.437
127.7,2.493,4.957,6.437
127.8,2.503,4.956,6.437
127.9,2.493,4.956,6.437
128,2.493,4.956,6.436
128.1,2.503,4.955,6.435
128.2,2.503,4.955,6.435
128.3,2.493,4.954,6.434
128.4,2.503,4.954,6.434
128.5,2.503,4.953,6.433
128.6,2.503,4.953,6.432
128.7,2.503,4.953,6.432
128.8,2.493,4.952,6.432
128.9,2.493,4.952,6.431
129,2.493,4.951,6.43
129.1,2.493,4.951,6.429
129.2,2.503,4.95,6.428
129.3,2.493,4.949,6.427
129.4,2.503,4.948,6.426
129.5,2.503,4.947,6.425
129.6,2.503,4.946,6.424
129.7,2.503,4.946,6.423
129.8,2.503,4.945,6.422
129.9,2.503,4.944,6.421
130,2.503,4.944,6.42
130.1,2.503,4.943,6.42
130.2,2.503,4.943,6.419
130.3,2.493,4.942,6.419
130.4,2.493,4.942,6.418
130.5,2.493,4.941,6.417
130.6,2.493,4.94,6.416
130.7,2.503,4.939,6.415
130.8,2.493,4.938,6.414
130.9,2.493,4.937,6.412
131,2.503,4.936,6.411
131.1,2.503,4.935,6.409
