Time(s),Input(v),Output(v),Output(m)
110.6,5,10,5659.156
110.7,5,10,5664.69
110.8,5,10,5670.224
110.9,5,10,5675.758
111,5,10,5681.292
111.1,5,10,5686.826
111.2,5,10,5692.36
111.3,5,10,5697.894
111.4,5,10,5703.428
111.5,5,10,5708.962
111.6,5,10,5714.496
111.7,5,10,5720.03
111.8,5,10,5725.564
111.9,5,10,5731.098
112,5,10,5736.632
112.1,5,10,5742.166
112.2,5,10,5747.7
112.3,5,10,5753.234
112.4,5,10,5758.768
112.5,5,10,5764.302
112.6,5,10,5769.836
112.7,5,10,5775.37
112.8,5,10,5780.904
112.9,5,10,5786.438
113,5,10,5791.972
113.1,5,10,5797.506
113.2,5,10,5803.04
113.3,5,10,5808.574
113.4,5,10,5814.108
113.5,5,10,5819.642
113.6,5,10,5825.176
113.7,5,10,5830.71
113.8,5,10,5836.244
113.9,5,10,5841.778
114,5,10,5847.312
114.1,5,10,5852.846
114.2,5,10,5858.38
114.3,5,10,5863.914
114.4,5,10,5869.448
