Time(s),Input(v),Output(v),Output(m)
28.3,5,10,1119.625
28.4,5,10,1124.976
28.5,5,10,1130.329
28.6,5,10,1135.684
28.7,5,10,1141.042
28.8,5,10,1146.402
28.9,5,10,1151.763
29,5,10,1157.127
29.1,5,10,1162.493
29.2,5,10,1167.861
29.3,5,10,1173.231
29.4,5,10,1178.603
29.5,5,10,1183.976
29.6,5,10,1189.352
29.7,5,10,1194.73
29.8,5,10,1200.109
29.9,5,10,1205.491
30,5,10,1210.874
30.1,5,10,1216.259
30.2,5,10,1221.646
30.3,5,10,1227.034
30.4,5,10,1232.424
30.5,5,10,1237.816
30.6,5,10,1243.21
30.7,5,10,1248.605
30.8,5,10,1254.003
30.9,5,10,1259.401
31,5,10,1264.802
31.1,5,10,1270.204
31.2,5,10,1275.607
31.3,5,10,1281.012
31.4,5,10,1286.419
31.5,5,10,1291.827
31.6,5,10,1297.237
31.7,5,10,1302.648
31.8,5,10,1308.06
31.9,5,10,1313.474
32,5,10,1318.89
32.1,5,10,1324.307
32.2,5,10,1329.725
32.3,5,10,1335.145
32.4,5,10,1340.566
32.5,5,10,1345.989
32.6,5,10,1351.413
32.7,5,10,1356.838
32.8,5,10,1362.264
32.9,5,10,1367.692
33,5,10,1373.121
33.1,5,10,1378.551
33.2,5,10,1383.983
33.3,5,10,1389.415
33.4,5,10,1394.849
33.5,5,10,1400.285
33.6,5,10,1405.721
33.7,5,10,1411.159
33.8,5,10,1416.597
33.9,5,10,1422.037
34,5,10,1427.478
34.1,5,10,1432.92
34.2,5,10,1438.363
34.3,5,10,1443.808
34.4,5,10,1449.253
34.5,5,10,1454.7
34.6,5,10,1460.147
34.7,5,10,1465.596
34.8,5,10,1471.045
34.9,5,10,1476.496
35,5,10,1481.947
35.1,5,10,1487.4
35.2,5,10,1492.853
35.3,5,10,1498.308
35.4,5,10,1503.763
35.5,5,10,1509.22
35.6,5,10,1514.677
35.7,5,10,1520.135
35.8,5,10,1525.595
35.9,5,10,1531.055
36,5,10,1536.516
36.1,5,10,1541.978
36.2,5,10,1547.44
36.3,5,10,1552.904
36.4,5,10,1558.368
36.5,5,10,1563.834
36.6,5,10,1569.3
36.7,5,10,1574.767
36.8,5,10,1580.234
36.9,5,10,1585.703
37,5,10,1591.172
37.1,5,10,1596.642
37.2,5,10,1602.113
37.3,5,10,1607.585
37.4,5,10,1613.057
37.5,5,10,1618.53
37.6,5,10,1624.004
37.7,5,10,1629.479
37.8,5,10,1634.954
37.9,5,10,1640.43
38,5,10,1645.907
38.1,5,10,1651.384
38.2,5,10,1656.862
38.3,5,10,1662.341
38.4,5,10,1667.82
38.5,5,10,1673.3
38.6,5,10,1678.781
38.7,5,10,1684.263
38.8,5,10,1689.745
38.9,5,10,1695.227
39,5,10,1700.711
39.1,5,10,1706.194
39.2,5,10,1711.679
39.3,5,10,1717.164
39.4,5,10,1722.65
39.5,5,10,1728.136
39.6,5,10,1733.623
39.7,5,10,1739.11
39.8,5,10,1744.598
39.9,5,10,1750.087
40,5,10,1755.576
40.1,5,10,1761.065
40.2,5,10,1766.555
40.3,5,10,1772.046
40.4,5,10,1777.537
40.5,5,10,1783.029
40.6,5,10,1788.521
40.7,5,10,1794.014
40.8,5,10,1799.507
40.9,5,10,1805.001
41,5,10,1810.495
41.1,5,10,1815.99
41.2,5,10,1821.485
41.3,5,10,1826.981
41.4,5,10,1832.477
41.5,5,10,1837.973
41.6,5,10,1843.47
41.7,5,10,1848.968
41.8,5,10,1854.466
41.9,5,10,1859.964
42,5,10,1865.463
42.1,5,10,1870.962
42.2,5,10,1876.462
42.3,5,10,1881.962
42.4,5,10,1887.462
42.5,5,10,1892.963
42.6,5,10,1898.464
42.7,5,10,1903.966
42.8,5,10,1909.468
42.9,5,10,1914.971
43,5,10,1920.473
43.1,5,10,1925.977
43.2,5,10,1931.48
43.3,5,10,1936.984
43.4,5,10,1942.488
43.5,5,10,1947.993
43.6,5,10,1953.498
43.7,5,10,1959.004
43.8,5,10,1964.509
43.9,5,10,1970.015
44,5,10,1975.522
44.1,5,10,1981.029
44.2,5,10,1986.536
44.3,5,10,1992.043
44.4,5,10,1997.551
44.5,5,10,2003.059
44.6,5,10,2008.567
44.7,5,10,2014.076
44.8,5,10,2019.585
44.9,5,10,2025.094
45,5,10,2030.604
45.1,5,10,2036.114
45.2,5,10,2041.624
45.3,5,10,2047.134
45.4,5,10,2052.645
45.5,5,10,2058.156
45.6,5,10,2063.668
45.7,5,10,2069.179
45.8,5,10,2074.691
45.9,5,10,2080.203
46,5,10,2085.716
46.1,5,10,2091.228
46.2,5,10,2096.741
46.3,5,10,2102.255
46.4,5,10,2107.768
46.5,5,10,2113.282
46.6,5,10,2118.796
46.7,5,10,2124.31
46.8,5,10,2129.824
46.9,5,10,2135.339
47,5,10,2140.854
47.1,5,10,2146.369
47.2,5,10,2151.885
47.3,5,10,2157.4
47.4,5,10,2162.916
47.5,5,10,2168.432
47.6,5,10,2173.948
47.7,5,10,2179.465
47.8,5,10,2184.982
47.9,5,10,2190.499
48,5,10,2196.016
48.1,5,10,2201.533
48.2,5,10,2207.051
48.3,5,10,2212.568
48.4,5,10,2218.086
48.5,5,10,2223.605
48.6,5,10,2229.123
48.7,5,10,2234.641
48.8,5,10,2240.16
48.9,5,10,2245.679
49,5,10,2251.198
49.1,5,10,2256.718
49.2,5,10,2262.237
49.3,5,10,2267.757
49.4,5,10,2273.277
49.5,5,10,2278.797
49.6,5,10,2284.317
49.7,5,10,2289.837
49.8,5,10,2295.358
49.9,5,10,2300.878
50,5,10,2306.399
50.1,5,10,2311.92
50.2,5,10,2317.441
50.3,5,10,2322.963
50.4,5,10,2328.484
50.5,5,10,2334.006
50.6,5,10,2339.528
50.7,5,10,2345.05
50.8,5,10,2350.572
50.9,5,10,2356.094
51,5,10,2361.616
51.1,5,10,2367.139
51.2,5,10,2372.662
51.3,5,10,2378.185
51.4,5,10,2383.708
51.5,5,10,2389.231
51.6,5,10,2394.754
51.7,5,10,2400.277
51.8,5,10,2405.801
51.9,5,10,2411.324
52,5,10,2416.848
52.1,5,10,2422.372
52.2,5,10,2427.896
52.3,5,10,2433.42
52.4,5,10,2438.945
52.5,5,10,2444.469
52.6,5,10,2449.994
52.7,5,10,2455.518
52.8,5,10,2461.043
52.9,5,10,2466.568
53,5,10,2472.093
53.1,5,10,2477.618
53.2,5,10,2483.143
53.3,5,10,2488.668
53.4,5,10,2494.194
53.5,5,10,2499.719
53.6,5,10,2505.245
53.7,5,10,2510.771
53.8,5,10,2516.297
53.9,5,10,2521.823
54,5,10,2527.349
54.1,5,10,2532.875
54.2,5,10,2538.401
54.3,5,10,2543.928
54.4,5,10,2549.454
54.5,5,10,2554.981
54.6,5,10,2560.507
54.7,5,10,2566.034
54.8,5,10,2571.561
54.9,5,10,2577.088
55,5,10,2582.615
55.1,5,10,2588.142
55.2,5,10,2593.669
55.3,5,10,2599.196
55.4,5,10,2604.724
55.5,5,10,2610.251
55.6,5,10,2615.779
55.7,5,10,2621.306
55.8,5,10,2626.834
55.9,5,10,2632.362
56,5,10,2637.89
56.1,5,10,2643.418
56.2,5,10,2648.946
56.3,5,10,2654.474
56.4,5,10,2660.002
56.5,5,10,2665.53
56.6,5,10,2671.059
56.7,5,10,2676.587
56.8,5,10,2682.116
56.9,5,10,2687.644
57,5,10,2693.173
57.1,5,10,2698.701
57.2,5,10,2704.23
57.3,5,10,2709.759
57.4,5,10,2715.288
57.5,5,10,2720.817
57.6,5,10,2726.346
57.7,5,10,2731.875
57.8,5,10,2737.404
57.9,5,10,2742.933
58,5,10,2748.463
58.1,5,10,2753.992
58.2,5,10,2759.521
58.3,5,10,2765.051
58.4,5,10,2770.581
58.5,5,10,2776.11
58.6,5,10,2781.64
58.7,5,10,2787.169
58.8,5,10,2792.699
58.9,5,10,2798.229
59,5,10,2803.759
59.1,5,10,2809.289
59.2,5,10,2814.819
59.3,5,10,2820.349
59.4,5,10,2825.879
59.5,5,10,2831.409
59.6,5,10,2836.939
59.7,5,10,2842.47
59.8,5,10,2848
59.9,5,10,2853.53
60,5,10,2859.061
60.1,5,10,2864.591
60.2,5,10,2870.122
60.3,5,10,2875.652
60.4,5,10,2881.183
60.5,5,10,2886.713
60.6,5,10,2892.244
60.7,5,10,2897.775
60.8,5,10,2903.306
60.9,5,10,2908.836
61,5,10,2914.367
61.1,5,10,2919.898
61.2,5,10,2925.429
61.3,5,10,2930.96
61.4,5,10,2936.491
61.5,5,10,2942.022
61.6,5,10,2947.553
61.7,5,10,2953.085
61.8,5,10,2958.616
61.9,5,10,2964.147
62,5,10,2969.678
62.1,5,10,2975.21
62.2,5,10,2980.741
62.3,5,10,2986.272
62.4,5,10,2991.804
62.5,5,10,2997.335
62.6,5,10,3002.867
62.7,5,10,3008.398
62.8,5,10,3013.93
62.9,5,10,3019.462
63,5,10,3024.993
63.1,5,10,3030.525
63.2,5,10,3036.057
63.3,5,10,3041.588
63.4,5,10,3047.12
63.5,5,10,3052.652
63.6,5,10,3058.184
63.7,5,10,3063.716
63.8,5,10,3069.248
63.9,5,10,3074.779
64,5,10,3080.311
64.1,5,10,3085.843
64.2,5,10,3091.375
64.3,5,10,3096.908
64.4,5,10,3102.44
64.5,5,10,3107.972
64.6,5,10,3113.504
64.7,5,10,3119.036
64.8,5,10,3124.568
64.9,5,10,3130.1
65,5,10,3135.633
65.1,5,10,3141.165
65.2,5,10,3146.697
65.3,5,10,3152.23
65.4,5,10,3157.762
65.5,5,10,3163.294
65.6,5,10,3168.827
65.7,5,10,3174.359
65.8,5,10,3179.892
65.9,5,10,3185.424
66,5,10,3190.957
66.1,5,10,3196.489
66.2,5,10,3202.022
66.3,5,10,3207.554
66.4,5,10,3213.087
66.5,5,10,3218.62
66.6,5,10,3224.152
66.7,5,10,3229.685
66.8,5,10,3235.218
66.9,5,10,3240.75
67,5,10,3246.283
67.1,5,10,3251.816
67.2,5,10,3257.349
67.3,5,10,3262.881
67.4,5,10,3268.414
67.5,5,10,3273.947
67.6,5,10,3279.48
67.7,5,10,3285.013
67.8,5,10,3290.546
67.9,5,10,3296.079
68,5,10,3301.612
68.1,5,10,3307.145
68.2,5,10,3312.678
68.3,5,10,3318.211
68.4,5,10,3323.744
68.5,5,10,3329.277
68.6,5,10,3334.81
68.7,5,10,3340.343
68.8,5,10,3345.876
68.9,5,10,3351.409
69,5,10,3356.942
69.1,5,10,3362.475
69.2,5,10,3368.008
69.3,5,10,3373.541
69.4,5,10,3379.075
69.5,5,10,3384.608
69.6,5,10,3390.141
69.7,5,10,3395.674
69.8,5,10,3401.207
69.9,5,10,3406.741
70,5,10,3412.274
70.1,5,10,3417.807
70.2,5,10,3423.341
70.3,5,10,3428.874
70.4,5,10,3434.407
70.5,5,10,3439.941
70.6,5,10,3445.474
70.7,5,10,3451.007
70.8,5,10,3456.541
70.9,5,10,3462.074
71,5,10,3467.607
71.1,5,10,3473.141
71.2,5,10,3478.674
71.3,5,10,3484.208
71.4,5,10,3489.741
71.5,5,10,3495.275
71.6,5,10,3500.808
71.7,5,10,3506.342
71.8,5,10,3511.875
71.9,5,10,3517.409
72,5,10,3522.942
72.1,5,10,3528.476
72.2,5,10,3534.009
72.3,5,10,3539.543
72.4,5,10,3545.076
72.5,5,10,3550.61
72.6,5,10,3556.144
72.7,5,10,3561.677
72.8,5,10,3567.211
72.9,5,10,3572.745
73,5,10,3578.278
73.1,5,10,3583.812
73.2,5,10,3589.345
73.3,5,10,3594.879
73.4,5,10,3600.413
73.5,5,10,3605.947
73.6,5,10,3611.48
73.7,5,10,3617.014
73.8,5,10,3622.548
73.9,5,10,3628.081
74,5,10,3633.615
74.1,5,10,3639.149
74.2,5,10,3644.683
74.3,5,10,3650.216
74.4,5,10,3655.75
74.5,5,10,3661.284
74.6,5,10,3666.818
74.7,5,10,3672.352
74.8,5,10,3677.885
74.9,5,10,3683.419
75,5,10,3688.953
75.1,5,10,3694.487
75.2,5,10,3700.021
75.3,5,10,3705.555
75.4,5,10,3711.088
75.5,5,10,3716.622
75.6,5,10,3722.156
75.7,5,10,3727.69
75.8,5,10,3733.224
75.9,5,10,3738.758
76,5,10,3744.292
76.1,5,10,3749.826
76.2,5,10,3755.36
76.3,5,10,3760.893
76.4,5,10,3766.427
76.5,5,10,3771.961
76.6,5,10,3777.495
76.7,5,10,3783.029
76.8,5,10,3788.563
76.9,5,10,3794.097
77,5,10,3799.631
77.1,5,10,3805.165
77.2,5,10,3810.699
77.3,5,10,3816.233
77.4,5,10,3821.767
77.5,5,10,3827.301
77.6,5,10,3832.835
77.7,5,10,3838.369
77.8,5,10,3843.903
77.9,5,10,3849.437
78,5,10,3854.971
78.1,5,10,3860.505
78.2,5,10,3866.039
78.3,5,10,3871.573
78.4,5,10,3877.107
78.5,5,10,3882.641
78.6,5,10,3888.175
78.7,5,10,3893.71
78.8,5,10,3899.244
78.9,5,10,3904.778
79,5,10,3910.312
79.1,5,10,3915.846
79.2,5,10,3921.38
79.3,5,10,3926.914
79.4,5,10,3932.448
79.5,5,10,3937.982
79.6,5,10,3943.516
79.7,5,10,3949.05
79.8,5,10,3954.585
79.9,5,10,3960.119
80,5,10,3965.653
80.1,5,10,3971.187
80.2,5,10,3976.721
80.3,5,10,3982.255
80.4,5,10,3987.789
80.5,5,10,3993.324
80.6,5,10,3998.858
80.7,5,10,4004.392
80.8,5,10,4009.926
80.9,5,10,4015.46
81,5,10,4020.994
81.1,5,10,4026.529
81.2,5,10,4032.063
81.3,5,10,4037.597
81.4,5,10,4043.131
81.5,5,10,4048.665
81.6,5,10,4054.2
81.7,5,10,4059.734
81.8,5,10,4065.268
81.9,5,10,4070.802
82,5,10,4076.336
82.1,5,10,4081.871
82.2,5,10,4087.405
82.3,5,10,4092.939
82.4,5,10,4098.473
82.5,5,10,4104.007
82.6,5,10,4109.542
82.7,5,10,4115.076
82.8,5,10,4120.61
82.9,5,10,4126.144
83,5,10,4131.679
83.1,5,10,4137.213
83.2,5,10,4142.747
83.3,5,10,4148.281
83.4,5,10,4153.816
83.5,5,10,4159.35
83.6,5,10,4164.884
83.7,5,10,4170.418
83.8,5,10,4175.953
83.9,5,10,4181.487
84,5,10,4187.021
84.1,5,10,4192.556
84.2,5,10,4198.09
84.3,5,10,4203.624
84.4,5,10,4209.158
84.5,5,10,4214.693
84.6,5,10,4220.227
84.7,5,10,4225.761
84.8,5,10,4231.295
84.9,5,10,4236.83
85,5,10,4242.364
85.1,5,10,4247.898
85.2,5,10,4253.433
85.3,5,10,4258.967
85.4,5,10,4264.501
85.5,5,10,4270.036
85.6,5,10,4275.57
85.7,5,10,4281.104
85.8,5,10,4286.639
85.9,5,10,4292.173
86,5,10,4297.707
86.1,5,10,4303.242
86.2,5,10,4308.776
86.3,5,10,4314.31
86.4,5,10,4319.845
86.5,5,10,4325.379
86.6,5,10,4330.913
86.7,5,10,4336.448
86.8,5,10,4341.982
86.9,5,10,4347.516
87,5,10,4353.051
87.1,5,10,4358.585
87.2,5,10,4364.119
87.3,5,10,4369.654
87.4,5,10,4375.188
87.5,5,10,4380.722
87.6,5,10,4386.257
87.7,5,10,4391.791
87.8,5,10,4397.325
87.9,5,10,4402.86
88,5,10,4408.394
88.1,5,10,4413.928
88.2,5,10,4419.463
88.3,5,10,4424.997
88.4,5,10,4430.531
88.5,5,10,4436.066
88.6,5,10,4441.6
88.7,5,10,4447.135
88.8,5,10,4452.669
88.9,5,10,4458.203
89,5,10,4463.738
89.1,5,10,4469.272
89.2,5,10,4474.806
89.3,5,10,4480.341
89.4,5,10,4485.875
89.5,5,10,4491.41
89.6,5,10,4496.944
89.7,5,10,4502.478
89.8,5,10,4508.013
89.9,5,10,4513.547
90,5,10,4519.082
90.1,5,10,4524.616
90.2,5,10,4530.15
90.3,5,10,4535.685
90.4,5,10,4541.219
90.5,5,10,4546.754
90.6,5,10,4552.288
90.7,5,10,4557.822
90.8,5,10,4563.357
90.9,5,10,4568.891
91,5,10,4574.426
91.1,5,10,4579.96
91.2,5,10,4585.494
91.3,5,10,4591.029
91.4,5,10,4596.563
91.5,5,10,4602.098
91.6,5,10,4607.632
91.7,5,10,4613.166
91.8,5,10,4618.701
91.9,5,10,4624.235
92,5,10,4629.77
92.1,5,10,4635.304
92.2,5,10,4640.838
92.3,5,10,4646.373
92.4,5,10,4651.907
92.5,5,10,4657.442
92.6,5,10,4662.976
92.7,5,10,4668.511
92.8,5,10,4674.045
92.9,5,10,4679.579
93,5,10,4685.114
93.1,5,10,4690.648
93.2,5,10,4696.183
93.3,5,10,4701.717
93.4,5,10,4707.251
93.5,5,10,4712.786
93.6,5,10,4718.32
93.7,5,10,4723.855
93.8,5,10,4729.389
93.9,5,10,4734.924
94,5,10,4740.458
94.1,5,10,4745.992
94.2,5,10,4751.527
94.3,5,10,4757.061
94.4,5,10,4762.596
94.5,5,10,4768.13
94.6,5,10,4773.665
94.7,5,10,4779.199
94.8,5,10,4784.734
94.9,5,10,4790.268
95,5,10,4795.802
95.1,5,10,4801.337
95.2,5,10,4806.871
95.3,5,10,4812.406
95.4,5,10,4817.94
95.5,5,10,4823.475
95.6,5,10,4829.009
95.7,5,10,4834.543
95.8,5,10,4840.078
95.9,5,10,4845.612
96,5,10,4851.147
96.1,5,10,4856.681
96.2,5,10,4862.216
96.3,5,10,4867.75
96.4,5,10,4873.285
96.5,5,10,4878.819
96.6,5,10,4884.354
96.7,5,10,4889.888
96.8,5,10,4895.422
96.9,5,10,4900.957
97,5,10,4906.491
97.1,5,10,4912.026
97.2,5,10,4917.56
97.3,5,10,4923.095
97.4,5,10,4928.629
97.5,5,10,4934.164
97.6,5,10,4939.698
97.7,5,10,4945.233
97.8,5,10,4950.767
97.9,5,10,4956.301
98,5,10,4961.836
98.1,5,10,4967.37
98.2,5,10,4972.905
98.3,5,10,4978.439
98.4,5,10,4983.974
98.5,5,10,4989.508
98.6,5,10,4995.043
98.7,5,10,5000.577
98.8,5,10,5006.112
98.9,5,10,5011.646
99,5,10,5017.18
99.1,5,10,5022.715
99.2,5,10,5028.249
99.3,5,10,5033.784
99.4,5,10,5039.318
99.5,5,10,5044.853
99.6,5,10,5050.387
99.7,5,10,5055.922
99.8,5,10,5061.456
99.9,5,10,5066.991
100,5,10,5072.525
100.1,5,10,5078.06
100.2,5,10,5083.594
100.3,5,10,5089.129
100.4,5,10,5094.663
100.5,5,10,5100.197
100.6,5,10,5105.732
100.7,5,10,5111.266
100.8,5,10,5116.801
100.9,5,10,5122.335
101,5,10,5127.87
101.1,5,10,5133.404
101.2,5,10,5138.939
101.3,5,10,5144.473
101.4,5,10,5150.008
101.5,5,10,5155.542
101.6,5,10,5161.077
101.7,5,10,5166.611
101.8,5,10,5172.146
101.9,5,10,5177.68
102,5,10,5183.215
102.1,5,10,5188.749
102.2,5,10,5194.283
102.3,5,10,5199.818
102.4,5,10,5205.352
102.5,5,10,5210.887
102.6,5,10,5216.421
102.7,5,10,5221.956
102.8,5,10,5227.49
102.9,5,10,5233.025
103,5,10,5238.559
103.1,5,10,5244.094
103.2,5,10,5249.628
103.3,5,10,5255.163
103.4,5,10,5260.697
103.5,5,10,5266.232
103.6,5,10,5271.766
103.7,5,10,5277.301
103.8,5,10,5282.835
103.9,5,10,5288.37
104,5,10,5293.904
104.1,5,10,5299.439
104.2,5,10,5304.973
104.3,5,10,5310.508
104.4,5,10,5316.042
104.5,5,10,5321.576
104.6,5,10,5327.111
104.7,5,10,5332.645
104.8,5,10,5338.18
104.9,5,10,5343.714
105,5,10,5349.249
105.1,5,10,5354.783
105.2,5,10,5360.318
105.3,5,10,5365.852
105.4,5,10,5371.387
105.5,5,10,5376.921
105.6,5,10,5382.456
105.7,5,10,5387.99
105.8,5,10,5393.524
105.9,5,10,5399.058
106,5,10,5404.592
106.1,5,10,5410.126
106.2,5,10,5415.66
106.3,5,10,5421.194
106.4,5,10,5426.728
106.5,5,10,5432.262
106.6,5,10,5437.796
106.7,5,10,5443.33
106.8,5,10,5448.864
106.9,5,10,5454.398
107,5,10,5459.932
107.1,5,10,5465.466
107.2,5,10,5471
107.3,5,10,5476.534
107.4,5,10,5482.068
107.5,5,10,5487.602
107.6,5,10,5493.136
107.7,5,10,5498.67
107.8,5,10,5504.204
107.9,5,10,5509.738
108,5,10,5515.272
108.1,5,10,5520.806
108.2,5,10,5526.34
108.3,5,10,5531.874
108.4,5,10,5537.408
108.5,5,10,5542.942
108.6,5,10,5548.476
108.7,5,10,5554.01
108.8,5,10,5559.544
108.9,5,10,5565.078
109,5,10,5570.612
109.1,5,10,5576.146
109.2,5,10,5581.68
109.3,5,10,5587.214
109.4,5,10,5592.748
109.5,5,10,5598.282
109.6,5,10,5603.816
109.7,5,10,5609.35
109.8,5,10,5614.884
109.9,5,10,5620.418
110,5,10,5625.952
110.1,5,10,5631.486
110.2,5,10,5637.02
110.3,5,10,5642.554
110.4,5,10,5648.088
110.5,5,10,5653.622
