Time(s),Input(v),Output(v),Output(m)
9.6,5,10,210.61
9.7,5,10,214.38
9.8,5,10,218.171
9.9,5,10,221.983
10,5,10,225.815
10.1,5,10,229.668
10.2,5,10,233.541
10.3,5,10,237.433
10.4,5,10,241.346
10.5,5,10,245.278
10.6,5,10,249.228
10.7,5,10,253.198
10.8,5,10,257.187
10.9,5,10,261.194
11,5,10,265.219
11.1,5,10,269.263
11.2,5,10,273.324
11.3,5,10,277.403
11.4,5,10,281.499
11.5,5,10,285.613
11.6,5,10,289.743
11.7,5,10,293.89
11.8,5,10,298.054
11.9,5,10,302.235
12,5,10,306.431
12.1,5,10,310.643
12.2,5,10,314.872
12.3,5,10,319.116
12.4,5,10,323.375
12.5,5,10,327.649
12.6,5,10,331.939
12.7,5,10,336.244
12.8,5,10,340.563
12.9,5,10,344.897
13,5,10,349.245
13.1,5,10,353.607
13.2,5,10,357.983
13.3,5,10,362.374
13.4,5,10,366.777
13.5,5,10,371.195
13.6,5,10,375.626
13.7,5,10,380.07
13.8,5,10,384.527
13.9,5,10,388.997
14,5,10,393.479
14.1,5,10,397.974
14.2,5,10,402.482
14.3,5,10,407.002
14.4,5,10,411.534
14.5,5,10,416.078
14.6,5,10,420.634
14.7,5,10,425.201
14.8,5,10,429.781
14.9,5,10,434.371
15,5,10,438.973
15.1,5,10,443.586
15.2,5,10,448.21
15.3,5,10,452.845
15.4,5,10,457.491
15.5,5,10,462.147
15.6,5,10,466.814
15.7,5,10,471.491
15.8,5,10,476.179
15.9,5,10,480.876
16,5,10,485.584
16.1,5,10,490.301
16.2,5,10,495.029
16.3,5,10,499.765
16.4,5,10,504.512
16.5,5,10,509.268
16.6,5,10,514.033
16.7,5,10,518.807
16.8,5,10,523.591
16.9,5,10,528.383
17,5,10,533.185
17.1,5,10,537.995
17.2,5,10,542.814
17.3,5,10,547.641
17.4,5,10,552.477
17.5,5,10,557.321
17.6,5,10,562.173
17.7,5,10,567.034
17.8,5,10,571.902
17.9,5,10,576.779
18,5,10,581.664
18.1,5,10,586.556
18.2,5,10,591.456
18.3,5,10,596.363
18.4,5,10,601.278
18.5,5,10,606.201
18.6,5,10,611.13
18.7,5,10,616.067
18.8,5,10,621.011
18.9,5,10,625.963
19,5,10,630.921
19.1,5,10,635.886
19.2,5,10,640.858
19.3,5,10,645.836
19.4,5,10,650.821
19.5,5,10,655.813
19.6,5,10,660.812
19.7,5,10,665.816
19.8,5,10,670.827
19.9,5,10,675.845
20,5,10,680.868
20.1,5,10,685.898
20.2,5,10,690.933
20.3,5,10,695.975
20.4,5,10,701.022
20.5,5,10,706.076
20.6,5,10,711.135
20.7,5,10,716.2
20.8,5,10,721.27
20.9,5,10,726.346
21,5,10,731.427
21.1,5,10,736.514
21.2,5,10,741.606
21.3,5,10,746.704
21.4,5,10,751.807
21.5,5,10,756.914
21.6,5,10,762.027
21.7,5,10,767.145
21.8,5,10,772.268
21.9,5,10,777.396
22,5,10,782.529
22.1,5,10,787.667
22.2,5,10,792.809
22.3,5,10,797.956
22.4,5,10,803.108
22.5,5,10,808.264
22.6,5,10,813.425
22.7,5,10,818.59
22.8,5,10,823.76
22.9,5,10,828.934
23,5,10,834.112
23.1,5,10,839.294
23.2,5,10,844.481
23.3,5,10,849.672
23.4,5,10,854.867
23.5,5,10,860.066
23.6,5,10,865.27
23.7,5,10,870.477
23.8,5,10,875.688
23.9,5,10,880.903
24,5,10,886.121
24.1,5,10,891.344
24.2,5,10,896.57
24.3,5,10,901.8
24.4,5,10,907.033
24.5,5,10,912.271
24.6,5,10,917.511
24.7,5,10,922.755
24.8,5,10,928.003
24.9,5,10,933.254
25,5,10,938.509
25.1,5,10,943.767
25.2,5,10,949.028
25.3,5,10,954.292
25.4,5,10,959.56
25.5,5,10,964.831
25.6,5,10,970.105
25.7,5,10,975.382
25.8,5,10,980.662
25.9,5,10,985.945
26,5,10,991.231
26.1,5,10,996.521
26.2,5,10,1001.813
26.3,5,10,1007.108
26.4,5,10,1012.406
26.5,5,10,1017.707
26.6,5,10,1023.01
26.7,5,10,1028.316
26.8,5,10,1033.625
26.9,5,10,1038.937
27,5,10,1044.251
27.1,5,10,1049.569
27.2,5,10,1054.888
27.3,5,10,1060.21
27.4,5,10,1065.535
27.5,5,10,1070.862
27.6,5,10,1076.192
27.7,5,10,1081.524
27.8,5,10,1086.859
27.9,5,10,1092.196
28,5,10,1097.535
28.1,5,10,1102.877
28.2,5,10,1108.221
28.3,5,10,1113.567
28.4,5,10,1118.916
28.5,5,10,1124.266
28.6,5,10,1129.619
28.7,5,10,1134.974
28.8,5,10,1140.332
28.9,5,10,1145.691
29,5,10,1151.052
29.1,5,10,1156.416
29.2,5,10,1161.782
29.3,5,10,1167.149
29.4,5,10,1172.519
29.5,5,10,1177.89
29.6,5,10,1183.264
29.7,5,10,1188.639
29.8,5,10,1194.017
29.9,5,10,1199.396
30,5,10,1204.777
30.1,5,10,1210.16
30.2,5,10,1215.545
30.3,5,10,1220.931
30.4,5,10,1226.319
30.5,5,10,1231.709
30.6,5,10,1237.101
30.7,5,10,1242.495
30.8,5,10,1247.89
30.9,5,10,1253.287
31,5,10,1258.685
31.1,5,10,1264.085
31.2,5,10,1269.487
31.3,5,10,1274.89
31.4,5,10,1280.295
31.5,5,10,1285.701
31.6,5,10,1291.109
31.7,5,10,1296.519
31.8,5,10,1301.93
31.9,5,10,1307.342
32,5,10,1312.756
32.1,5,10,1318.172
32.2,5,10,1323.588
32.3,5,10,1329.006
32.4,5,10,1334.426
32.5,5,10,1339.847
32.6,5,10,1345.269
32.7,5,10,1350.693
32.8,5,10,1356.118
32.9,5,10,1361.544
33,5,10,1366.972
33.1,5,10,1372.401
33.2,5,10,1377.831
33.3,5,10,1383.262
33.4,5,10,1388.695
33.5,5,10,1394.128
33.6,5,10,1399.563
33.7,5,10,1405
33.8,5,10,1410.437
33.9,5,10,1415.876
34,5,10,1421.315
34.1,5,10,1426.756
34.2,5,10,1432.198
34.3,5,10,1437.641
34.4,5,10,1443.085
34.5,5,10,1448.53
34.6,5,10,1453.977
34.7,5,10,1459.424
34.8,5,10,1464.872
34.9,5,10,1470.322
35,5,10,1475.772
35.1,5,10,1481.224
35.2,5,10,1486.676
35.3,5,10,1492.13
35.4,5,10,1497.584
35.5,5,10,1503.039
35.6,5,10,1508.496
35.7,5,10,1513.953
35.8,5,10,1519.411
35.9,5,10,1524.87
36,5,10,1530.33
36.1,5,10,1535.791
36.2,5,10,1541.253
36.3,5,10,1546.715
36.4,5,10,1552.179
36.5,5,10,1557.643
36.6,5,10,1563.108
36.7,5,10,1568.574
36.8,5,10,1574.041
36.9,5,10,1579.509
37,5,10,1584.977
37.1,5,10,1590.446
37.2,5,10,1595.916
37.3,5,10,1601.387
37.4,5,10,1606.858
37.5,5,10,1612.331
37.6,5,10,1617.804
37.7,5,10,1623.278
37.8,5,10,1628.752
37.9,5,10,1634.227
38,5,10,1639.703
38.1,5,10,1645.18
38.2,5,10,1650.657
38.3,5,10,1656.135
38.4,5,10,1661.614
38.5,5,10,1667.093
38.6,5,10,1672.573
38.7,5,10,1678.054
38.8,5,10,1683.535
38.9,5,10,1689.017
39,5,10,1694.499
39.1,5,10,1699.983
39.2,5,10,1705.466
39.3,5,10,1710.951
39.4,5,10,1716.436
39.5,5,10,1721.921
39.6,5,10,1727.408
39.7,5,10,1732.894
39.8,5,10,1738.382
39.9,5,10,1743.869
40,5,10,1749.358
40.1,5,10,1754.847
40.2,5,10,1760.336
40.3,5,10,1765.826
40.4,5,10,1771.317
40.5,5,10,1776.808
40.6,5,10,1782.3
40.7,5,10,1787.792
40.8,5,10,1793.285
40.9,5,10,1798.778
41,5,10,1804.272
41.1,5,10,1809.766
41.2,5,10,1815.26
41.3,5,10,1820.755
41.4,5,10,1826.251
41.5,5,10,1831.747
41.6,5,10,1837.244
41.7,5,10,1842.741
41.8,5,10,1848.238
41.9,5,10,1853.736
42,5,10,1859.234
42.1,5,10,1864.733
42.2,5,10,1870.232
42.3,5,10,1875.732
42.4,5,10,1881.232
42.5,5,10,1886.732
42.6,5,10,1892.233
42.7,5,10,1897.734
42.8,5,10,1903.236
42.9,5,10,1908.738
43,5,10,1914.24
43.1,5,10,1919.743
43.2,5,10,1925.246
43.3,5,10,1930.749
43.4,5,10,1936.253
43.5,5,10,1941.758
43.6,5,10,1947.262
43.7,5,10,1952.767
43.8,5,10,1958.273
43.9,5,10,1963.778
44,5,10,1969.284
44.1,5,10,1974.791
44.2,5,10,1980.297
44.3,5,10,1985.804
44.4,5,10,1991.312
44.5,5,10,1996.82
44.6,5,10,2002.328
44.7,5,10,2007.836
44.8,5,10,2013.345
44.9,5,10,2018.853
45,5,10,2024.363
45.1,5,10,2029.872
45.2,5,10,2035.382
45.3,5,10,2040.892
45.4,5,10,2046.403
45.5,5,10,2051.913
45.6,5,10,2057.425
45.7,5,10,2062.936
45.8,5,10,2068.447
45.9,5,10,2073.959
46,5,10,2079.471
46.1,5,10,2084.984
46.2,5,10,2090.496
46.3,5,10,2096.009
46.4,5,10,2101.523
46.5,5,10,2107.036
46.6,5,10,2112.55
46.7,5,10,2118.064
46.8,5,10,2123.578
46.9,5,10,2129.092
47,5,10,2134.607
47.1,5,10,2140.122
47.2,5,10,2145.637
47.3,5,10,2151.152
47.4,5,10,2156.668
47.5,5,10,2162.184
47.6,5,10,2167.7
47.7,5,10,2173.216
47.8,5,10,2178.732
47.9,5,10,2184.249
48,5,10,2189.766
48.1,5,10,2195.283
48.2,5,10,2200.8
48.3,5,10,2206.318
48.4,5,10,2211.836
48.5,5,10,2217.354
48.6,5,10,2222.872
48.7,5,10,2228.39
48.8,5,10,2233.909
48.9,5,10,2239.427
49,5,10,2244.946
49.1,5,10,2250.465
49.2,5,10,2255.985
49.3,5,10,2261.504
49.4,5,10,2267.024
49.5,5,10,2272.544
49.6,5,10,2278.064
49.7,5,10,2283.584
49.8,5,10,2289.104
49.9,5,10,2294.625
50,5,10,2300.145
50.1,5,10,2305.666
50.2,5,10,2311.187
50.3,5,10,2316.708
50.4,5,10,2322.23
50.5,5,10,2327.751
50.6,5,10,2333.273
50.7,5,10,2338.794
50.8,5,10,2344.316
50.9,5,10,2349.838
51,5,10,2355.361
51.1,5,10,2360.883
51.2,5,10,2366.406
51.3,5,10,2371.928
51.4,5,10,2377.451
51.5,5,10,2382.974
51.6,5,10,2388.497
51.7,5,10,2394.02
51.8,5,10,2399.544
51.9,5,10,2405.067
52,5,10,2410.591
52.1,5,10,2416.115
52.2,5,10,2421.639
52.3,5,10,2427.163
52.4,5,10,2432.687
52.5,5,10,2438.211
52.6,5,10,2443.735
52.7,5,10,2449.26
52.8,5,10,2454.784
52.9,5,10,2460.309
53,5,10,2465.834
53.1,5,10,2471.359
53.2,5,10,2476.884
53.3,5,10,2482.409
53.4,5,10,2487.935
53.5,5,10,2493.46
53.6,5,10,2498.986
53.7,5,10,2504.511
53.8,5,10,2510.037
53.9,5,10,2515.563
54,5,10,2521.089
54.1,5,10,2526.615
54.2,5,10,2532.141
54.3,5,10,2537.667
54.4,5,10,2543.194
54.5,5,10,2548.72
54.6,5,10,2554.247
54.7,5,10,2559.773
54.8,5,10,2565.3
54.9,5,10,2570.827
55,5,10,2576.354
55.1,5,10,2581.881
55.2,5,10,2587.408
55.3,5,10,2592.935
55.4,5,10,2598.462
55.5,5,10,2603.99
55.6,5,10,2609.517
55.7,5,10,2615.045
55.8,5,10,2620.572
55.9,5,10,2626.1
56,5,10,2631.628
56.1,5,10,2637.156
56.2,5,10,2642.684
56.3,5,10,2648.212
56.4,5,10,2653.74
56.5,5,10,2659.268
56.6,5,10,2664.796
56.7,5,10,2670.324
56.8,5,10,2675.853
56.9,5,10,2681.381
57,5,10,2686.91
57.1,5,10,2692.439
57.2,5,10,2697.967
57.3,5,10,2703.496
57.4,5,10,2709.025
57.5,5,10,2714.554
57.6,5,10,2720.083
57.7,5,10,2725.612
57.8,5,10,2731.141
57.9,5,10,2736.67
58,5,10,2742.199
58.1,5,10,2747.728
58.2,5,10,2753.258
58.3,5,10,2758.787
58.4,5,10,2764.317
58.5,5,10,2769.846
58.6,5,10,2775.376
58.7,5,10,2780.905
58.8,5,10,2786.435
58.9,5,10,2791.965
59,5,10,2797.495
59.1,5,10,2803.025
59.2,5,10,2808.554
59.3,5,10,2814.084
59.4,5,10,2819.614
59.5,5,10,2825.145
59.6,5,10,2830.675
59.7,5,10,2836.205
59.8,5,10,2841.735
59.9,5,10,2847.265
60,5,10,2852.796
60.1,5,10,2858.326
60.2,5,10,2863.857
60.3,5,10,2869.387
60.4,5,10,2874.918
60.5,5,10,2880.448
60.6,5,10,2885.979
60.7,5,10,2891.51
60.8,5,10,2897.04
60.9,5,10,2902.571
61,5,10,2908.102
61.1,5,10,2913.633
61.2,5,10,2919.164
61.3,5,10,2924.695
61.4,5,10,2930.226
61.5,5,10,2935.757
61.6,5,10,2941.288
61.7,5,10,2946.819
61.8,5,10,2952.35
61.9,5,10,2957.881
62,5,10,2963.412
62.1,5,10,2968.944
62.2,5,10,2974.475
62.3,5,10,2980.006
62.4,5,10,2985.538
62.5,5,10,2991.069
62.6,5,10,2996.601
62.7,5,10,3002.132
62.8,5,10,3007.664
62.9,5,10,3013.195
63,5,10,3018.727
63.1,5,10,3024.259
63.2,5,10,3029.79
63.3,5,10,3035.322
63.4,5,10,3040.854
63.5,5,10,3046.385
63.6,5,10,3051.917
63.7,5,10,3057.449
63.8,5,10,3062.981
63.9,5,10,3068.513
64,5,10,3074.045
64.1,5,10,3079.577
64.2,5,10,3085.109
64.3,5,10,3090.641
64.4,5,10,3096.173
64.5,5,10,3101.705
64.6,5,10,3107.237
64.7,5,10,3112.769
64.8,5,10,3118.301
64.9,5,10,3123.834
65,5,10,3129.366
65.1,5,10,3134.898
65.2,5,10,3140.43
65.3,5,10,3145.963
65.4,5,10,3151.495
65.5,5,10,3157.027
65.6,5,10,3162.56
65.7,5,10,3168.092
65.8,5,10,3173.625
65.9,5,10,3179.157
66,5,10,3184.689
66.1,5,10,3190.222
66.2,5,10,3195.754
66.3,5,10,3201.287
66.4,5,10,3206.82
66.5,5,10,3212.352
66.6,5,10,3217.885
66.7,5,10,3223.417
66.8,5,10,3228.95
66.9,5,10,3234.483
67,5,10,3240.016
67.1,5,10,3245.548
67.2,5,10,3251.081
67.3,5,10,3256.614
67.4,5,10,3262.147
67.5,5,10,3267.679
67.6,5,10,3273.212
67.7,5,10,3278.745
67.8,5,10,3284.278
67.9,5,10,3289.811
68,5,10,3295.344
68.1,5,10,3300.877
68.2,5,10,3306.41
68.3,5,10,3311.943
68.4,5,10,3317.476
68.5,5,10,3323.009
68.6,5,10,3328.542
68.7,5,10,3334.075
68.8,5,10,3339.608
68.9,5,10,3345.141
69,5,10,3350.674
69.1,5,10,3356.207
69.2,5,10,3361.74
69.3,5,10,3367.273
69.4,5,10,3372.807
69.5,5,10,3378.34
69.6,5,10,3383.873
69.7,5,10,3389.406
69.8,5,10,3394.939
69.9,5,10,3400.473
70,5,10,3406.006
70.1,5,10,3411.539
70.2,5,10,3417.072
70.3,5,10,3422.606
70.4,5,10,3428.139
70.5,5,10,3433.672
70.6,5,10,3439.206
70.7,5,10,3444.739
70.8,5,10,3450.272
70.9,5,10,3455.806
71,5,10,3461.339
71.1,5,10,3466.873
71.2,5,10,3472.406
71.3,5,10,3477.939
71.4,5,10,3483.473
71.5,5,10,3489.006
71.6,5,10,3494.54
71.7,5,10,3500.073
71.8,5,10,3505.607
71.9,5,10,3511.14
72,5,10,3516.674
72.1,5,10,3522.207
72.2,5,10,3527.741
72.3,5,10,3533.274
72.4,5,10,3538.808
72.5,5,10,3544.342
72.6,5,10,3549.875
72.7,5,10,3555.409
72.8,5,10,3560.942
72.9,5,10,3566.476
73,5,10,3572.01
73.1,5,10,3577.543
73.2,5,10,3583.077
73.3,5,10,3588.611
73.4,5,10,3594.144
73.5,5,10,3599.678
73.6,5,10,3605.212
73.7,5,10,3610.745
73.8,5,10,3616.279
73.9,5,10,3621.813
74,5,10,3627.346
74.1,5,10,3632.88
74.2,5,10,3638.414
74.3,5,10,3643.948
74.4,5,10,3649.481
74.5,5,10,3655.015
74.6,5,10,3660.549
74.7,5,10,3666.083
74.8,5,10,3671.617
74.9,5,10,3677.15
75,5,10,3682.684
75.1,5,10,3688.218
75.2,5,10,3693.752
75.3,5,10,3699.286
75.4,5,10,3704.82
75.5,5,10,3710.353
75.6,5,10,3715.887
75.7,5,10,3721.421
75.8,5,10,3726.955
75.9,5,10,3732.489
76,5,10,3738.023
76.1,5,10,3743.557
76.2,5,10,3749.091
76.3,5,10,3754.625
76.4,5,10,3760.159
76.5,5,10,3765.692
76.6,5,10,3771.226
76.7,5,10,3776.76
76.8,5,10,3782.294
76.9,5,10,3787.828
77,5,10,3793.362
77.1,5,10,3798.896
77.2,5,10,3804.43
77.3,5,10,3809.964
77.4,5,10,3815.498
77.5,5,10,3821.032
77.6,5,10,3826.566
77.7,5,10,3832.1
77.8,5,10,3837.634
77.9,5,10,3843.168
78,5,10,3848.702
78.1,5,10,3854.236
78.2,5,10,3859.77
78.3,5,10,3865.304
78.4,5,10,3870.838
78.5,5,10,3876.372
78.6,5,10,3881.906
78.7,5,10,3887.44
78.8,5,10,3892.975
78.9,5,10,3898.509
79,5,10,3904.043
79.1,5,10,3909.577
79.2,5,10,3915.111
79.3,5,10,3920.645
79.4,5,10,3926.179
79.5,5,10,3931.713
79.6,5,10,3937.247
79.7,5,10,3942.781
79.8,5,10,3948.316
79.9,5,10,3953.85
80,5,10,3959.384
80.1,5,10,3964.918
80.2,5,10,3970.452
80.3,5,10,3975.986
80.4,5,10,3981.52
80.5,5,10,3987.054
80.6,5,10,3992.589
80.7,5,10,3998.123
80.8,5,10,4003.657
80.9,5,10,4009.191
81,5,10,4014.725
81.1,5,10,4020.259
81.2,5,10,4025.794
81.3,5,10,4031.328
81.4,5,10,4036.862
81.5,5,10,4042.396
81.6,5,10,4047.93
81.7,5,10,4053.465
81.8,5,10,4058.999
81.9,5,10,4064.533
82,5,10,4070.067
82.1,5,10,4075.601
82.2,5,10,4081.136
82.3,5,10,4086.67
82.4,5,10,4092.204
82.5,5,10,4097.738
82.6,5,10,4103.272
82.7,5,10,4108.807
82.8,5,10,4114.341
82.9,5,10,4119.875
83,5,10,4125.409
83.1,5,10,4130.944
83.2,5,10,4136.478
83.3,5,10,4142.012
83.4,5,10,4147.546
83.5,5,10,4153.081
83.6,5,10,4158.615
83.7,5,10,4164.149
83.8,5,10,4169.683
83.9,5,10,4175.218
84,5,10,4180.752
84.1,5,10,4186.286
84.2,5,10,4191.82
84.3,5,10,4197.355
84.4,5,10,4202.889
84.5,5,10,4208.423
84.6,5,10,4213.958
84.7,5,10,4219.492
84.8,5,10,4225.026
84.9,5,10,4230.56
85,5,10,4236.095
85.1,5,10,4241.629
85.2,5,10,4247.163
85.3,5,10,4252.698
85.4,5,10,4258.232
85.5,5,10,4263.766
85.6,5,10,4269.301
85.7,5,10,4274.835
85.8,5,10,4280.369
85.9,5,10,4285.904
86,5,10,4291.438
86.1,5,10,4296.972
86.2,5,10,4302.506
86.3,5,10,4308.041
86.4,5,10,4313.575
86.5,5,10,4319.109
86.6,5,10,4324.644
86.7,5,10,4330.178
86.8,5,10,4335.712
86.9,5,10,4341.247
87,5,10,4346.781
87.1,5,10,4352.315
87.2,5,10,4357.85
87.3,5,10,4363.384
87.4,5,10,4368.919
87.5,5,10,4374.453
87.6,5,10,4379.987
87.7,5,10,4385.522
87.8,5,10,4391.056
87.9,5,10,4396.59
88,5,10,4402.125
88.1,5,10,4407.659
88.2,5,10,4413.193
88.3,5,10,4418.728
88.4,5,10,4424.262
88.5,5,10,4429.796
88.6,5,10,4435.331
88.7,5,10,4440.865
88.8,5,10,4446.4
88.9,5,10,4451.934
89,5,10,4457.468
89.1,5,10,4463.003
89.2,5,10,4468.537
89.3,5,10,4474.071
89.4,5,10,4479.606
89.5,5,10,4485.14
89.6,5,10,4490.675
89.7,5,10,4496.209
89.8,5,10,4501.743
89.9,5,10,4507.278
90,5,10,4512.812
90.1,5,10,4518.347
90.2,5,10,4523.881
90.3,5,10,4529.415
90.4,5,10,4534.95
90.5,5,10,4540.484
90.6,5,10,4546.018
90.7,5,10,4551.553
90.8,5,10,4557.087
90.9,5,10,4562.622
91,5,10,4568.156
91.1,5,10,4573.69
91.2,5,10,4579.225
91.3,5,10,4584.759
91.4,5,10,4590.294
91.5,5,10,4595.828
91.6,5,10,4601.362
91.7,5,10,4606.897
91.8,5,10,4612.431
91.9,5,10,4617.966
92,5,10,4623.5
92.1,5,10,4629.035
92.2,5,10,4634.569
92.3,5,10,4640.103
92.4,5,10,4645.638
92.5,5,10,4651.172
92.6,5,10,4656.707
92.7,5,10,4662.241
92.8,5,10,4667.775
92.9,5,10,4673.31
93,5,10,4678.844
93.1,5,10,4684.379
93.2,5,10,4689.913
93.3,5,10,4695.448
93.4,5,10,4700.982
93.5,5,10,4706.516
93.6,5,10,4712.051
93.7,5,10,4717.585
93.8,5,10,4723.12
93.9,5,10,4728.654
94,5,10,4734.189
94.1,5,10,4739.723
94.2,5,10,4745.257
94.3,5,10,4750.792
94.4,5,10,4756.326
94.5,5,10,4761.861
94.6,5,10,4767.395
94.7,5,10,4772.93
94.8,5,10,4778.464
94.9,5,10,4783.998
95,5,10,4789.533
95.1,5,10,4795.067
95.2,5,10,4800.602
95.3,5,10,4806.136
95.4,5,10,4811.671
95.5,5,10,4817.205
95.6,5,10,4822.74
95.7,5,10,4828.274
95.8,5,10,4833.808
95.9,5,10,4839.343
96,5,10,4844.877
96.1,5,10,4850.412
96.2,5,10,4855.946
96.3,5,10,4861.481
96.4,5,10,4867.015
96.5,5,10,4872.55
96.6,5,10,4878.084
96.7,5,10,4883.618
96.8,5,10,4889.153
96.9,5,10,4894.687
97,5,10,4900.222
97.1,5,10,4905.756
97.2,5,10,4911.291
97.3,5,10,4916.825
97.4,5,10,4922.36
97.5,5,10,4927.894
97.6,5,10,4933.429
97.7,5,10,4938.963
97.8,5,10,4944.497
97.9,5,10,4950.032
98,5,10,4955.566
98.1,5,10,4961.101
98.2,5,10,4966.635
98.3,5,10,4972.17
98.4,5,10,4977.704
98.5,5,10,4983.239
98.6,5,10,4988.773
98.7,5,10,4994.308
98.8,5,10,4999.842
98.9,5,10,5005.377
99,5,10,5010.911
99.1,5,10,5016.445
99.2,5,10,5021.98
99.3,5,10,5027.514
99.4,5,10,5033.049
99.5,5,10,5038.583
99.6,5,10,5044.118
99.7,5,10,5049.652
99.8,5,10,5055.187
99.9,5,10,5060.721
100,5,10,5066.256
100.1,5,10,5071.79
100.2,5,10,5077.325
100.3,5,10,5082.859
100.4,5,10,5088.393
100.5,5,10,5093.928
100.6,5,10,5099.462
100.7,5,10,5104.997
100.8,5,10,5110.531
100.9,5,10,5116.066
101,5,10,5121.6
101.1,5,10,5127.135
101.2,5,10,5132.669
101.3,5,10,5138.204
101.4,5,10,5143.738
101.5,5,10,5149.273
101.6,5,10,5154.807
101.7,5,10,5160.342
101.8,5,10,5165.876
101.9,5,10,5171.411
102,5,10,5176.945
102.1,5,10,5182.479
102.2,5,10,5188.014
102.3,5,10,5193.548
102.4,5,10,5199.083
102.5,5,10,5204.617
102.6,5,10,5210.152
102.7,5,10,5215.686
102.8,5,10,5221.221
102.9,5,10,5226.755
103,5,10,5232.29
103.1,5,10,5237.824
103.2,5,10,5243.359
103.3,5,10,5248.893
103.4,5,10,5254.428
103.5,5,10,5259.962
103.6,5,10,5265.497
103.7,5,10,5271.031
103.8,5,10,5276.566
103.9,5,10,5282.1
104,5,10,5287.635
104.1,5,10,5293.169
104.2,5,10,5298.704
104.3,5,10,5304.238
104.4,5,10,5309.772
104.5,5,10,5315.307
104.6,5,10,5320.841
104.7,5,10,5326.376
104.8,5,10,5331.91
104.9,5,10,5337.445
105,5,10,5342.979
105.1,5,10,5348.514
105.2,5,10,5354.048
105.3,5,10,5359.583
105.4,5,10,5365.117
105.5,5,10,5370.652
105.6,5,10,5376.186
105.7,5,10,5381.721
105.8,5,10,5387.255
105.9,5,10,5392.79
106,5,10,5398.324
106.1,5,10,5403.859
106.2,5,10,5409.393
106.3,5,10,5414.928
106.4,5,10,5420.462
106.5,5,10,5425.997
106.6,5,10,5431.531
106.7,5,10,5437.066
106.8,5,10,5442.6
106.9,5,10,5448.135
107,5,10,5453.669
107.1,5,10,5459.204
107.2,5,10,5464.738
107.3,5,10,5470.272
107.4,5,10,5475.807
107.5,5,10,5481.341
107.6,5,10,5486.876
107.7,5,10,5492.41
107.8,5,10,5497.945
107.9,5,10,5503.479
108,5,10,5509.014
108.1,5,10,5514.548
108.2,5,10,5520.083
108.3,5,10,5525.617
108.4,5,10,5531.152
108.5,5,10,5536.686
108.6,5,10,5542.221
108.7,5,10,5547.755
108.8,5,10,5553.29
108.9,5,10,5558.824
109,5,10,5564.359
109.1,5,10,5569.893
109.2,5,10,5575.428
109.3,5,10,5580.962
109.4,5,10,5586.497
109.5,5,10,5592.031
109.6,5,10,5597.566
109.7,5,10,5603.1
109.8,5,10,5608.635
109.9,5,10,5614.169
110,5,10,5619.704
110.1,5,10,5625.238
110.2,5,10,5630.773
110.3,5,10,5636.307
110.4,5,10,5641.842
110.5,5,10,5647.376
110.6,5,10,5652.911
