Time(s),Input(v),Output(v),Output(m)
110.7,5,10,5658.445
110.8,5,10,5663.98
110.9,5,10,5669.514
111,5,10,5675.049
111.1,5,10,5680.583
111.2,5,10,5686.118
111.3,5,10,5691.652
111.4,5,10,5697.187
111.5,5,10,5702.721
111.6,5,10,5708.256
111.7,5,10,5713.79
111.8,5,10,5719.325
111.9,5,10,5724.859
112,5,10,5730.393
112.1,5,10,5735.928
112.2,5,10,5741.462
112.3,5,10,5746.997
112.4,5,10,5752.531
112.5,5,10,5758.066
112.6,5,10,5763.6
112.7,5,10,5769.135
112.8,5,10,5774.669
112.9,5,10,5780.204
113,5,10,5785.738
113.1,5,10,5791.273
113.2,5,10,5796.807
113.3,5,10,5802.342
113.4,5,10,5807.876
113.5,5,10,5813.411
113.6,5,10,5818.945
113.7,5,10,5824.48
113.8,5,10,5830.014
113.9,5,10,5835.549
114,5,10,5841.083
114.1,5,10,5846.618
114.2,5,10,5852.152
114.3,5,10,5857.687
114.4,5,10,5863.221
114.5,5,10,5868.756
